phone:string:phones	ip:string:ips	type
278-634-1237	104.41.123.187	RELATED
326-765-1643	39.180.164.18	RELATED
259-329-6710	92.179.91.116	RELATED
607-448-8950	141.192.201.19	RELATED
441-789-7729	242.46.251.232	RELATED
252-639-2014	162.212.158.40	RELATED
095-959-5388	54.181.12.217	RELATED
665-459-2463	3.95.220.128	RELATED
255-265-1961	120.253.99.165	RELATED
147-755-8254	6.46.135.21	RELATED
269-180-7921	119.213.64.73	RELATED
862-327-4714	217.250.55.12	RELATED
843-351-2918	40.32.49.13	RELATED
715-009-5996	58.71.31.147	RELATED
225-153-5354	191.27.23.40	RELATED
042-068-5880	32.197.106.197	RELATED
410-952-1708	5.52.9.115	RELATED
178-178-1216	93.164.218.148	RELATED
398-037-6916	127.96.151.66	RELATED
327-612-3349	112.109.205.168	RELATED
104-994-6896	120.172.232.85	RELATED
632-406-3106	252.72.183.5	RELATED
484-633-5290	209.88.118.88	RELATED
063-946-4229	180.26.70.48	RELATED
486-367-5218	225.112.27.225	RELATED
677-741-7905	67.210.112.135	RELATED
553-339-7261	132.142.212.50	RELATED
927-493-4989	110.248.225.79	RELATED
247-861-1723	58.75.145.61	RELATED
255-391-7569	149.41.252.181	RELATED
550-180-1926	22.44.190.151	RELATED
663-092-7439	72.27.59.160	RELATED
083-090-5993	118.107.172.34	RELATED
216-861-4554	55.49.105.25	RELATED
654-543-8324	60.69.71.110	RELATED
851-179-3502	175.35.203.116	RELATED
122-328-8551	182.105.109.76	RELATED
123-919-7868	90.232.44.99	RELATED
304-612-2215	123.216.31.106	RELATED
375-869-4223	35.159.64.147	RELATED
164-350-5284	111.92.239.80	RELATED
564-657-6327	1.178.174.246	RELATED
619-741-0668	124.39.230.144	RELATED
571-682-8990	149.208.158.66	RELATED
130-262-9727	8.121.49.179	RELATED
828-638-5686	37.32.227.84	RELATED
828-638-5686	225.127.192.168	RELATED
983-955-4348	225.127.192.168	RELATED
352-994-6876	225.127.192.168	RELATED
352-994-6876	225.127.192.168	RELATED
352-994-6876	225.127.192.168	RELATED
352-994-6876	15.2.43.36	RELATED
363-056-4265	189.4.119.156	RELATED
302-850-2835	65.76.68.160	RELATED
916-884-0070	3.241.4.154	RELATED
980-590-3269	27.33.126.18	RELATED
556-845-1826	52.182.149.113	RELATED
169-517-0004	192.137.114.207	RELATED
424-329-9192	106.180.41.4	RELATED
362-029-1859	251.103.174.78	RELATED
736-296-5840	184.169.225.202	RELATED
755-366-6041	118.27.122.178	RELATED
075-671-0478	88.187.241.247	RELATED
128-457-3639	155.37.245.229	RELATED
580-934-5397	47.80.94.173	RELATED
120-828-4438	110.45.51.85	RELATED
753-468-4930	136.133.10.145	RELATED
801-282-7810	52.70.63.240	RELATED
427-178-0022	56.1.124.179	RELATED
858-530-1151	198.213.113.225	RELATED
660-262-2844	131.133.24.244	RELATED
292-197-7529	213.219.40.147	RELATED
854-404-9667	179.4.131.87	RELATED
260-599-2576	123.1.164.95	RELATED
517-547-1401	58.247.31.255	RELATED
929-775-7252	29.34.180.207	RELATED
373-646-0199	252.81.195.180	RELATED
372-653-0814	33.155.214.200	RELATED
981-898-0722	208.110.93.115	RELATED
180-605-6980	103.98.228.201	RELATED
523-461-6413	158.119.227.71	RELATED
119-759-0830	70.204.1.119	RELATED
187-561-4758	70.4.242.23	RELATED
486-600-2330	160.57.157.52	RELATED
089-159-7601	117.7.250.199	RELATED
011-802-8940	10.119.26.105	RELATED
454-675-9251	91.60.72.2	RELATED
327-267-7235	29.21.16.245	RELATED
456-664-8790	80.149.129.189	RELATED
427-998-2027	13.94.107.118	RELATED
899-839-1323	57.23.72.42	RELATED
431-663-7537	55.140.86.187	RELATED
313-210-0937	221.97.90.211	RELATED
012-123-5661	71.50.20.95	RELATED
659-088-8920	103.106.126.121	RELATED
270-847-8788	208.239.179.180	RELATED
242-353-0424	140.92.136.0	RELATED
691-093-1128	231.144.51.249	RELATED
596-908-8462	236.33.38.123	RELATED
966-394-5489	95.238.25.28	RELATED
484-053-9287	77.25.159.95	RELATED
587-415-2187	57.179.144.234	RELATED
217-935-5140	137.216.111.139	RELATED
558-865-7840	112.61.84.109	RELATED
499-184-4000	129.85.189.113	RELATED
500-573-1847	134.15.190.153	RELATED
539-273-3017	186.248.245.129	RELATED
710-451-1192	37.101.244.13	RELATED
523-829-8259	75.48.128.208	RELATED
470-742-9794	33.228.184.66	RELATED
533-151-8725	187.59.159.94	RELATED
706-101-6959	208.232.24.168	RELATED
399-277-1634	132.53.68.18	RELATED
212-810-6753	179.27.251.125	RELATED
592-331-8651	211.144.122.56	RELATED
405-989-8238	14.120.107.235	RELATED
492-940-4241	74.247.127.0	RELATED
525-088-2214	139.34.123.105	RELATED
383-278-1270	46.40.82.182	RELATED
540-585-6612	35.221.7.97	RELATED
094-730-1793	83.151.4.183	RELATED
208-879-7757	75.214.124.117	RELATED
613-234-7884	171.213.253.94	RELATED
269-949-3800	8.231.180.159	RELATED
807-533-9010	63.50.77.191	RELATED
092-999-7166	80.81.211.199	RELATED
333-705-4882	248.159.224.215	RELATED
971-978-5236	130.190.249.88	RELATED
767-750-8683	33.131.146.90	RELATED
036-431-1711	51.188.44.250	RELATED
833-398-3653	77.111.108.121	RELATED
200-421-3137	75.94.25.17	RELATED
784-494-4793	196.225.162.195	RELATED
539-942-3864	221.232.108.54	RELATED
019-696-0469	77.222.64.163	RELATED
251-555-8963	186.0.203.174	RELATED
464-275-3307	169.232.7.149	RELATED
623-050-8346	34.232.13.192	RELATED
684-676-5973	5.155.21.227	RELATED
538-664-2087	246.191.49.232	RELATED
066-075-5119	124.33.188.22	RELATED
389-172-0163	21.127.87.91	RELATED
380-743-0820	82.191.135.83	RELATED
056-531-0098	73.202.60.187	RELATED
509-526-6831	78.161.175.134	RELATED
060-132-1940	53.104.211.43	RELATED
468-869-7018	234.87.178.1	RELATED
965-052-6107	182.77.91.220	RELATED
099-911-6426	70.7.94.180	RELATED
476-737-3544	105.143.112.24	RELATED
734-308-4330	120.14.21.5	RELATED
479-811-3750	82.65.45.186	RELATED
729-580-5367	82.65.45.186	RELATED
425-171-9260	175.181.132.37	RELATED
521-375-5732	162.216.195.210	RELATED
713-702-5832	96.204.78.161	RELATED
068-326-9987	182.171.180.255	RELATED
886-525-8008	76.48.41.151	RELATED
409-698-8707	230.230.31.5	RELATED
286-575-8179	218.64.233.5	RELATED
047-081-0406	137.58.98.234	RELATED
766-523-7304	182.254.132.115	RELATED
332-050-6064	118.170.134.130	RELATED
526-407-8133	230.0.25.37	RELATED
066-381-4234	185.122.18.0	RELATED
322-475-2975	104.31.131.36	RELATED
316-585-7034	184.239.85.29	RELATED
015-960-7074	142.157.206.191	RELATED
856-282-9443	37.70.162.74	RELATED
637-984-1620	243.5.127.111	RELATED
544-397-2757	93.110.73.228	RELATED
425-890-5887	30.61.232.141	RELATED
299-355-6544	221.102.67.125	RELATED
362-066-0651	168.147.112.106	RELATED
010-634-9633	170.37.230.111	RELATED
062-773-6289	10.83.109.104	RELATED
242-374-7822	23.181.187.168	RELATED
444-864-0922	53.17.113.216	RELATED
331-645-7119	140.247.114.138	RELATED
483-886-3605	78.16.134.43	RELATED
553-164-9169	24.204.63.193	RELATED
967-275-7614	244.53.162.169	RELATED
037-128-0739	199.12.159.217	RELATED
781-451-6767	15.52.203.71	RELATED
102-159-5879	81.16.118.193	RELATED
062-828-9593	62.202.37.48	RELATED
160-504-2859	56.50.20.186	RELATED
267-072-4983	253.78.219.110	RELATED
243-057-6925	157.231.152.69	RELATED
571-189-1883	41.50.194.188	RELATED
754-336-1449	106.131.49.81	RELATED
405-676-6143	255.70.2.132	RELATED
523-659-7843	54.167.78.161	RELATED
841-545-8937	19.4.201.36	RELATED
058-454-3623	194.168.116.175	RELATED
014-820-4622	12.66.18.15	RELATED
206-331-6517	155.144.167.157	RELATED
238-693-2710	3.71.41.46	RELATED
672-007-4891	222.136.81.15	RELATED
169-704-1477	212.245.190.208	RELATED
402-789-8069	109.176.136.206	RELATED
718-038-8992	14.249.198.215	RELATED
214-594-8274	150.212.190.135	RELATED
647-736-7657	141.25.237.161	RELATED
908-478-0307	10.253.228.24	RELATED
794-878-9588	107.78.219.112	RELATED
682-788-0281	160.9.210.219	RELATED
464-100-5380	236.226.105.20	RELATED
040-304-4485	157.128.253.5	RELATED
910-810-9607	116.181.44.27	RELATED
207-277-6917	35.147.217.82	RELATED
704-215-5512	123.194.220.211	RELATED
440-821-6218	128.13.42.160	RELATED
243-267-0996	180.17.13.185	RELATED
019-994-3642	171.246.218.174	RELATED
035-131-7635	59.119.120.229	RELATED
086-682-5687	100.24.88.45	RELATED
883-571-3157	253.136.36.55	RELATED
977-381-0222	0.149.35.92	RELATED
003-818-7970	233.141.17.123	RELATED
562-792-0482	81.239.201.175	RELATED
363-655-4270	99.135.132.206	RELATED
318-884-6271	228.221.218.147	RELATED
994-547-5896	129.141.83.186	RELATED
171-041-2370	46.29.199.238	RELATED
500-710-3959	163.60.4.113	RELATED
372-632-2847	199.32.193.40	RELATED
733-444-2879	177.82.236.228	RELATED
872-361-3830	0.131.12.216	RELATED
421-144-3333	95.62.41.91	RELATED
094-503-0770	93.144.207.246	RELATED
558-051-5860	59.178.121.193	RELATED
452-426-1694	164.207.62.91	RELATED
984-447-5775	190.192.26.229	RELATED
749-823-1580	181.149.156.182	RELATED
875-129-8442	181.206.83.80	RELATED
591-056-4233	94.20.218.157	RELATED
453-306-4690	171.114.127.118	RELATED
742-192-3213	193.33.156.248	RELATED
988-003-1478	42.119.166.154	RELATED
107-432-5111	115.98.21.24	RELATED
829-317-0122	27.192.20.163	RELATED
426-944-2439	244.61.51.54	RELATED
059-142-7014	128.248.81.63	RELATED
147-158-8640	252.108.128.61	RELATED
788-018-4068	126.135.158.163	RELATED
119-866-6347	219.234.80.85	RELATED
295-823-7716	41.3.56.28	RELATED
896-596-8240	99.171.159.125	RELATED
197-476-2564	39.171.77.124	RELATED
301-094-6698	80.63.2.37	RELATED
457-388-6377	48.31.183.66	RELATED
602-959-1667	100.58.201.182	RELATED
094-024-2565	205.223.181.143	RELATED
094-024-2565	120.153.246.197	RELATED
298-509-4652	223.111.120.191	RELATED
802-601-5054	16.76.119.197	RELATED
253-975-1851	56.175.166.226	RELATED
929-065-1880	223.5.66.158	RELATED
902-195-1456	182.92.129.222	RELATED
275-440-8650	182.110.25.162	RELATED
452-217-9465	126.11.245.208	RELATED
790-188-4827	90.185.194.202	RELATED
655-655-9665	10.70.196.18	RELATED
002-169-3904	11.128.195.186	RELATED
098-901-1330	146.0.56.170	RELATED
456-527-7632	221.220.60.87	RELATED
189-425-4380	85.194.27.26	RELATED
712-651-3962	247.35.90.127	RELATED
605-597-1367	159.134.11.100	RELATED
416-267-7851	132.221.216.27	RELATED
354-284-2191	1.58.118.153	RELATED
296-178-0980	163.182.216.164	RELATED
122-944-2327	196.173.248.75	RELATED
333-075-5992	191.50.171.235	RELATED
401-288-5514	244.22.9.255	RELATED
960-399-5552	223.165.78.37	RELATED
163-360-4043	166.229.234.126	RELATED
244-336-0976	121.126.118.208	RELATED
223-322-2214	128.169.43.6	RELATED
534-669-9701	114.114.124.6	RELATED
498-668-5433	137.196.183.30	RELATED
833-552-2719	117.227.7.210	RELATED
954-514-7274	147.98.44.188	RELATED
850-917-5690	203.212.210.166	RELATED
468-470-2883	58.70.64.229	RELATED
836-024-8913	208.209.23.131	RELATED
622-060-7585	158.166.237.39	RELATED
047-480-9605	141.217.125.129	RELATED
143-356-7147	58.158.53.129	RELATED
656-251-2739	180.86.37.5	RELATED
429-094-9879	155.151.33.22	RELATED
659-686-0465	50.60.214.207	RELATED
546-578-3196	199.84.232.111	RELATED
696-876-7765	2.105.8.243	RELATED
622-087-4252	28.170.39.28	RELATED
649-404-1306	197.248.188.58	RELATED
430-609-7566	84.102.229.27	RELATED
728-073-5510	8.69.206.161	RELATED
588-287-7199	126.142.177.100	RELATED
986-351-8890	102.249.249.62	RELATED
983-170-4537	18.214.93.229	RELATED
455-151-8044	203.58.220.215	RELATED
471-122-6502	222.209.22.55	RELATED
191-526-3069	188.117.179.11	RELATED
548-082-8854	72.52.233.53	RELATED
240-391-8080	179.191.118.168	RELATED
690-082-3015	218.44.61.77	RELATED
236-029-3714	155.27.172.155	RELATED
026-016-0837	15.133.58.192	RELATED
581-708-7816	240.11.213.28	RELATED
631-275-5349	168.68.110.154	RELATED
226-629-3383	11.126.61.51	RELATED
363-306-6866	83.191.183.184	RELATED
879-570-8367	117.39.200.63	RELATED
910-515-3041	199.163.90.173	RELATED
001-566-5542	42.74.210.189	RELATED
047-971-9349	91.207.134.73	RELATED
849-320-4640	251.228.27.80	RELATED
430-899-8280	134.220.70.54	RELATED
339-142-5880	2.26.47.156	RELATED
938-958-6494	137.142.72.170	RELATED
974-395-1380	190.94.68.46	RELATED
412-659-5452	108.175.251.184	RELATED
630-789-9093	210.234.179.246	RELATED
728-859-2771	112.31.51.155	RELATED
820-914-9838	32.180.239.29	RELATED
353-742-8548	106.247.114.65	RELATED
417-197-0202	133.163.16.237	RELATED
315-544-7043	229.158.146.11	RELATED
752-067-3544	99.178.112.51	RELATED
205-669-0024	178.249.48.95	RELATED
871-203-6939	112.195.245.24	RELATED
659-814-3497	78.102.54.133	RELATED
741-257-8906	255.218.57.105	RELATED
931-032-9055	25.204.37.248	RELATED
150-329-8148	36.234.230.77	RELATED
798-198-5327	89.192.13.41	RELATED
966-073-8103	80.220.61.82	RELATED
196-651-0861	42.151.222.189	RELATED
889-798-0308	14.147.187.41	RELATED
173-718-2641	227.36.85.45	RELATED
083-086-7331	50.87.5.140	RELATED
911-513-3417	10.30.44.122	RELATED
627-385-3724	66.13.61.56	RELATED
345-354-5755	18.81.181.197	RELATED
462-136-0288	47.48.226.118	RELATED
322-730-3643	211.250.84.221	RELATED
308-099-4467	72.50.75.75	RELATED
068-707-9985	245.120.224.223	RELATED
508-666-0405	32.70.59.57	RELATED
778-932-6073	126.15.118.251	RELATED
304-560-0581	30.101.186.0	RELATED
054-374-1601	238.116.244.84	RELATED
155-258-3123	1.234.176.162	RELATED
791-850-9723	65.155.232.150	RELATED
696-292-9102	189.92.39.132	RELATED
543-509-5103	24.210.147.20	RELATED
785-095-9205	212.85.226.92	RELATED
508-498-9590	110.51.125.86	RELATED
903-234-4288	11.214.161.205	RELATED
309-955-0857	102.73.207.38	RELATED
713-652-4465	66.241.14.58	RELATED
789-201-8531	255.58.99.244	RELATED
644-874-4469	127.108.163.186	RELATED
561-069-3726	122.123.96.158	RELATED
136-098-7217	195.73.158.200	RELATED
237-757-2194	166.96.28.186	RELATED
995-437-7805	97.193.231.245	RELATED
722-280-8130	239.225.147.239	RELATED
976-800-0115	31.74.145.129	RELATED
573-166-4583	67.169.118.170	RELATED
236-716-0004	18.96.167.41	RELATED
098-662-4053	242.67.204.171	RELATED
185-803-9778	10.148.180.246	RELATED
834-441-5484	253.168.28.243	RELATED
956-123-1627	34.177.202.102	RELATED
101-865-4052	179.134.43.124	RELATED
110-158-3602	146.86.26.223	RELATED
883-540-3259	74.91.140.191	RELATED
603-040-1566	198.98.90.42	RELATED
676-422-0127	158.171.238.132	RELATED
767-441-1348	148.245.237.56	RELATED
141-292-3952	198.92.173.110	RELATED
042-484-1865	23.48.158.96	RELATED
368-762-9314	44.21.100.103	RELATED
071-978-5321	24.113.196.209	RELATED
977-751-3219	139.182.2.201	RELATED
196-613-3013	67.149.182.187	RELATED
076-772-7905	113.245.81.154	RELATED
701-064-3119	243.162.132.124	RELATED
921-414-0755	33.182.242.199	RELATED
755-112-7341	128.248.184.10	RELATED
309-162-3420	240.241.117.155	RELATED
956-422-4815	62.232.100.57	RELATED
858-490-1972	174.103.177.227	RELATED
359-737-1090	22.126.65.234	RELATED
204-601-4701	91.48.95.79	RELATED
083-508-9882	183.177.44.244	RELATED
188-504-6409	192.58.172.215	RELATED
759-273-0696	88.111.216.242	RELATED
406-704-2400	122.41.179.210	RELATED
214-466-2195	2.50.189.156	RELATED
729-357-0649	200.66.226.135	RELATED
085-268-6203	24.239.162.117	RELATED
403-736-0237	9.244.240.77	RELATED
928-061-7559	196.173.221.54	RELATED
681-560-9208	66.93.31.63	RELATED
429-130-5268	59.241.7.20	RELATED
994-619-7647	39.105.139.28	RELATED
442-373-1217	96.255.135.161	RELATED
058-463-0128	228.34.147.97	RELATED
155-380-0997	202.30.224.116	RELATED
936-135-8310	35.126.118.161	RELATED
439-328-9448	153.11.59.210	RELATED
704-968-6583	187.36.110.152	RELATED
004-449-0746	159.117.209.133	RELATED
184-351-1466	139.72.205.92	RELATED
787-578-3957	189.160.153.193	RELATED
597-838-3140	23.86.127.189	RELATED
165-325-0417	211.50.32.18	RELATED
762-849-9887	20.200.162.44	RELATED
630-906-5405	111.227.48.140	RELATED
986-256-0754	11.207.63.111	RELATED
000-052-8747	106.171.27.44	RELATED
967-216-0715	47.142.205.255	RELATED
123-983-7154	72.155.28.63	RELATED
764-599-1681	59.94.12.242	RELATED
175-184-5266	121.192.146.178	RELATED
468-524-5409	126.138.190.248	RELATED
274-844-5578	66.169.143.165	RELATED
455-077-8091	241.214.248.45	RELATED
170-857-5362	144.228.155.234	RELATED
255-481-8359	173.76.42.133	RELATED
990-710-0683	113.247.111.192	RELATED
622-709-8539	85.229.27.248	RELATED
598-471-3734	159.13.47.42	RELATED
204-139-2848	80.102.129.128	RELATED
271-189-1136	137.76.22.136	RELATED
284-573-9850	96.122.49.89	RELATED
951-562-9016	140.106.245.254	RELATED
237-025-2258	234.70.245.101	RELATED
996-231-2669	8.21.139.38	RELATED
879-554-4208	42.207.146.56	RELATED
752-646-2694	244.96.68.106	RELATED
151-246-0187	58.247.190.124	RELATED
122-004-1010	186.57.194.88	RELATED
601-714-8183	17.123.148.196	RELATED
609-005-6905	107.173.175.241	RELATED
228-944-4204	164.118.231.75	RELATED
345-415-8958	81.69.96.76	RELATED
535-582-9916	38.139.238.22	RELATED
072-391-8781	148.195.51.37	RELATED
845-285-1125	206.104.199.116	RELATED
808-842-3453	75.48.154.211	RELATED
230-981-1672	213.173.83.71	RELATED
319-347-6317	145.55.52.60	RELATED
319-347-6317	81.91.34.243	RELATED
842-108-0884	81.91.34.243	RELATED
588-581-2388	81.91.34.243	RELATED
588-581-2388	81.91.34.243	RELATED
105-860-2437	49.200.237.31	RELATED
334-699-3447	49.200.237.31	RELATED
334-699-3447	80.69.231.26	RELATED
144-299-0261	62.10.139.180	RELATED
551-479-9218	72.229.132.81	RELATED
438-021-7996	145.13.186.211	RELATED
105-650-1694	150.237.52.114	RELATED
708-007-4661	138.28.30.31	RELATED
554-168-9482	53.62.163.86	RELATED
598-161-3488	193.143.153.95	RELATED
869-787-4168	80.223.105.227	RELATED
003-827-3190	250.89.237.196	RELATED
198-538-9433	56.134.129.207	RELATED
251-354-0825	135.192.72.119	RELATED
986-240-5547	82.151.214.81	RELATED
586-260-1887	241.220.137.249	RELATED
118-880-9999	65.69.175.207	RELATED
984-809-5802	23.136.3.91	RELATED
366-828-8418	223.240.217.0	RELATED
944-849-2886	186.254.49.248	RELATED
671-489-8878	117.108.19.172	RELATED
880-069-1091	41.123.235.161	RELATED
332-054-5385	253.193.87.138	RELATED
059-050-0536	79.156.75.153	RELATED
017-719-2295	227.29.142.14	RELATED
845-454-4474	219.212.5.249	RELATED
696-645-7035	236.75.12.16	RELATED
814-690-8337	76.223.106.73	RELATED
243-885-6055	125.135.203.109	RELATED
654-950-8664	35.141.24.99	RELATED
260-024-8755	172.105.47.136	RELATED
161-516-6957	178.71.152.139	RELATED
789-353-3104	242.214.100.13	RELATED
463-098-5289	27.87.116.153	RELATED
384-067-3945	68.237.61.32	RELATED
303-387-2748	222.91.43.28	RELATED
898-615-6824	78.83.145.62	RELATED
974-167-7630	78.128.158.193	RELATED
368-173-0834	143.115.204.197	RELATED
875-641-3747	139.57.210.54	RELATED
293-790-8059	108.16.145.251	RELATED
985-314-9412	156.217.16.233	RELATED
666-710-6528	79.132.249.165	RELATED
374-768-3215	181.112.206.159	RELATED
242-625-1925	228.151.112.35	RELATED
889-861-9870	147.225.2.96	RELATED
348-868-8410	97.168.75.239	RELATED
637-711-9450	149.187.240.58	RELATED
424-473-1183	120.11.234.126	RELATED
254-325-5687	190.176.252.219	RELATED
598-159-4806	239.29.122.133	RELATED
160-722-9401	57.71.109.174	RELATED
599-714-1094	33.26.78.234	RELATED
872-609-6925	152.81.77.212	RELATED
149-402-5495	14.214.144.36	RELATED
494-013-8171	38.106.85.184	RELATED
299-952-5535	130.6.38.97	RELATED
839-048-6363	195.70.131.237	RELATED
033-305-3140	49.41.33.128	RELATED
207-677-1985	253.224.173.98	RELATED
836-063-1732	61.40.57.95	RELATED
806-078-8287	4.211.214.231	RELATED
548-018-8448	211.115.79.222	RELATED
680-636-4872	160.27.190.49	RELATED
415-398-1542	40.50.93.205	RELATED
417-399-4834	133.29.108.39	RELATED
759-916-0254	178.140.138.221	RELATED
746-780-5839	159.154.107.79	RELATED
706-779-2717	197.20.244.125	RELATED
081-118-6096	198.147.236.40	RELATED
371-616-2273	243.140.151.146	RELATED
494-025-2783	77.57.18.58	RELATED
348-630-8815	53.101.53.105	RELATED
290-046-6685	189.26.105.111	RELATED
310-494-8681	244.203.18.246	RELATED
980-568-5872	247.141.208.36	RELATED
808-244-7497	109.144.10.103	RELATED
345-998-7684	110.68.157.150	RELATED
705-401-4678	49.204.39.247	RELATED
685-497-6833	142.207.153.200	RELATED
426-970-8521	209.237.164.251	RELATED
049-101-3791	52.150.247.72	RELATED
312-845-0624	17.87.249.18	RELATED
910-898-4204	255.87.73.196	RELATED
591-722-2952	165.22.194.142	RELATED
562-111-3145	163.76.124.20	RELATED
378-911-7447	42.207.30.25	RELATED
773-981-6799	44.146.81.10	RELATED
908-006-1299	137.72.195.54	RELATED
789-459-5506	145.129.54.180	RELATED
758-256-2549	85.147.50.107	RELATED
623-591-1803	192.12.200.174	RELATED
882-902-9254	211.182.255.34	RELATED
585-849-3048	73.151.47.116	RELATED
581-289-2417	37.213.225.5	RELATED
586-985-9208	198.34.197.107	RELATED
769-154-2501	191.83.170.235	RELATED
665-590-5813	145.98.81.198	RELATED
518-628-0201	205.111.247.108	RELATED
656-001-6725	100.94.158.55	RELATED
294-581-3903	123.247.244.84	RELATED
667-106-5683	104.57.190.223	RELATED
162-185-4005	53.156.100.129	RELATED
162-185-4005	86.133.76.126	RELATED
478-087-9010	86.133.76.126	RELATED
478-087-9010	86.133.76.126	RELATED
478-087-9010	86.133.76.126	RELATED
144-736-3412	86.133.76.126	RELATED
638-204-6691	86.133.76.126	RELATED
712-947-0592	34.255.139.170	RELATED
712-947-0592	123.19.156.168	RELATED
005-033-3273	123.19.156.168	RELATED
005-033-3273	123.19.156.168	RELATED
422-845-7178	210.17.169.38	RELATED
526-887-6275	21.148.117.169	RELATED
928-127-6219	42.212.249.79	RELATED
